,DateTime,Open,High,Low,Close,Volume
0,20220504  09:30:00,417.06,417.145,416.14,416.43,-1
1,20220504  09:40:00,416.43,417.415,416.235,417.33,-1
2,20220504  09:50:00,417.33,417.36,416.025,416.045,-1
3,20220504  10:00:00,416.045,416.165,415.025,415.255,-1
4,20220504  10:10:00,415.255,415.715,414.445,414.865,-1
5,20220504  10:20:00,414.865,415.695,414.695,415.32,-1
6,20220504  10:30:00,415.32,415.465,414.235,415.2,-1
7,20220504  10:40:00,415.2,415.685,415.025,415.26,-1
8,20220504  10:50:00,415.26,415.325,414.7,415.055,-1
9,20220504  11:00:00,415.055,415.255,414.485,415.065,-1
10,20220504  11:10:00,415.065,415.17,414.085,414.585,-1
11,20220504  11:20:00,414.585,414.68,414.025,414.335,-1
12,20220504  11:30:00,414.335,414.445,413.705,414.31,-1
13,20220504  11:40:00,414.31,415.27,414.185,415.255,-1
14,20220504  11:50:00,415.255,415.745,415.005,415.225,-1
15,20220504  12:00:00,415.225,415.58,414.915,415.465,-1
16,20220504  12:10:00,415.465,416.035,415.055,415.905,-1
17,20220504  12:20:00,415.905,417.155,415.885,416.985,-1
18,20220504  12:30:00,416.985,417.645,416.88,417.595,-1
19,20220504  12:40:00,417.595,417.705,416.885,417.135,-1
20,20220504  12:50:00,417.135,418.06,416.865,418.045,-1
21,20220504  13:00:00,418.045,418.475,417.405,417.585,-1
22,20220504  13:10:00,417.585,417.705,416.895,417.545,-1
23,20220504  13:20:00,417.545,417.875,417.235,417.35,-1
24,20220504  13:30:00,417.35,417.93,416.945,417.355,-1
25,20220504  13:40:00,417.355,417.715,417.19,417.375,-1
26,20220504  13:50:00,417.375,418.935,417.18,418.135,-1
27,20220504  14:00:00,418.135,420.145,416.42,417.8,-1
28,20220504  14:10:00,417.8,418.595,416.39,416.745,-1
29,20220504  14:20:00,416.745,419.37,415.71,418.86,-1
30,20220504  14:30:00,418.86,419.29,414.12,416.645,-1
31,20220504  14:40:00,416.645,422.85,416.05,421.755,-1
32,20220504  14:50:00,421.755,424.25,421.365,423.695,-1
33,20220504  15:00:00,423.695,424.9,423.085,424.68,-1
34,20220504  15:10:00,424.68,426.595,424.675,425.265,-1
35,20220504  15:20:00,425.265,427.085,425.115,427.02,-1
36,20220504  15:30:00,427.02,428.505,426.965,428.275,-1
37,20220504  15:40:00,428.275,429.14,427.705,429.1,-1
38,20220504  15:50:00,429.1,429.655,428.25,428.985,-1
39,20220505  09:30:00,424.505,424.63,423.315,423.785,-1
40,20220505  09:40:00,423.785,424.595,422.035,422.07,-1
41,20220505  09:50:00,422.07,422.54,421.115,421.585,-1
42,20220505  10:00:00,421.585,421.63,418.975,419.485,-1
43,20220505  10:10:00,419.485,419.995,418.215,419.635,-1
44,20220505  10:20:00,419.635,419.66,417.75,418.105,-1
45,20220505  10:30:00,418.105,418.475,416.855,416.905,-1
46,20220505  10:40:00,416.905,417.625,415.67,415.765,-1
47,20220505  10:50:00,415.765,416.795,415.22,416.775,-1
48,20220505  11:00:00,416.775,417.135,413.995,414.535,-1
49,20220505  11:10:00,414.535,415.385,413.84,414.525,-1
50,20220505  11:20:00,414.525,414.79,413.62,414.725,-1
51,20220505  11:30:00,414.725,416.515,414.185,415.935,-1
52,20220505  11:40:00,415.935,416.345,414.285,414.65,-1
53,20220505  11:50:00,414.65,414.775,412.28,412.345,-1
54,20220505  12:00:00,412.345,413.57,411.005,413.4,-1
55,20220505  12:10:00,413.4,414.345,412.815,414.04,-1
56,20220505  12:20:00,414.04,414.935,413.165,414.05,-1
57,20220505  12:30:00,414.05,414.81,412.67,413.31,-1
58,20220505  12:40:00,413.31,413.34,412.06,412.54,-1
59,20220505  12:50:00,412.54,414.525,412.435,414.52,-1
60,20220505  13:00:00,414.52,416.385,414.46,415.995,-1
61,20220505  13:10:00,415.995,416.025,413.86,414.73,-1
62,20220505  13:20:00,414.73,415.175,414.125,414.895,-1
63,20220505  13:30:00,414.895,415.96,413.82,414.73,-1
64,20220505  13:40:00,414.73,415.75,414.035,414.045,-1
65,20220505  13:50:00,414.045,414.155,412.83,413.465,-1
66,20220505  14:00:00,413.465,413.91,412.675,413.615,-1
67,20220505  14:10:00,413.615,415.035,412.845,415.015,-1
68,20220505  14:20:00,415.015,415.18,411.93,411.97,-1
69,20220505  14:30:00,411.97,412.475,411.59,412.3,-1
70,20220505  14:40:00,412.3,413.18,411.815,412.675,-1
71,20220505  14:50:00,412.675,414.145,412.335,412.79,-1
72,20220505  15:00:00,412.79,413.08,410.835,411.44,-1
73,20220505  15:10:00,411.44,411.68,410.13,410.79,-1
74,20220505  15:20:00,410.79,411.375,409.735,410.035,-1
75,20220505  15:30:00,410.035,412.2,409.445,411.735,-1
76,20220505  15:40:00,411.735,412.495,409.915,410.165,-1
77,20220505  15:50:00,410.165,414.32,410.165,413.91,-1
78,20220506  09:30:00,411.08,411.775,407.855,408.015,-1
79,20220506  09:40:00,408.015,409.175,406.09,407.235,-1
80,20220506  09:50:00,407.235,407.68,405.735,406.355,-1
81,20220506  10:00:00,406.355,408.75,405.755,407.04,-1
82,20220506  10:10:00,407.04,411.62,406.425,410.505,-1
83,20220506  10:20:00,410.505,411.575,409.415,409.455,-1
84,20220506  10:30:00,409.455,410.715,407.645,408.585,-1
85,20220506  10:40:00,408.585,412.115,408.13,411.83,-1
86,20220506  10:50:00,411.83,413.475,410.885,412.735,-1
87,20220506  11:00:00,412.735,413.075,411.435,412.085,-1
88,20220506  11:10:00,412.085,413.905,411.06,413.225,-1
89,20220506  11:20:00,413.225,414.8,412.905,413.745,-1
90,20220506  11:30:00,413.745,413.965,410.225,410.365,-1
91,20220506  11:40:00,410.365,411.195,410.225,410.825,-1
92,20220506  11:50:00,410.825,411.785,409.535,409.89,-1
93,20220506  12:00:00,409.89,413.12,409.53,411.795,-1
94,20220506  12:10:00,411.795,411.875,409.705,409.8,-1
95,20220506  12:20:00,409.8,412.215,409.695,411.835,-1
96,20220506  12:30:00,411.835,412.84,410.83,411.86,-1
97,20220506  12:40:00,411.86,412.705,411.33,412.11,-1
98,20220506  12:50:00,412.11,413.97,411.2,413.79,-1
99,20220506  13:00:00,413.79,414.305,412.71,413.26,-1
100,20220506  13:10:00,413.26,413.53,411.155,411.31,-1
101,20220506  13:20:00,411.31,412.62,411.0,412.05,-1
102,20220506  13:30:00,412.05,412.935,410.815,411.31,-1
103,20220506  13:40:00,411.31,412.215,410.68,411.31,-1
104,20220506  13:50:00,411.31,411.54,409.785,410.12,-1
105,20220506  14:00:00,410.12,410.755,408.6,408.63,-1
106,20220506  14:10:00,408.63,410.245,408.58,409.37,-1
107,20220506  14:20:00,409.37,409.76,408.32,408.735,-1
108,20220506  14:30:00,408.735,409.195,407.895,408.25,-1
109,20220506  14:40:00,408.25,409.48,407.805,409.31,-1
110,20220506  14:50:00,409.31,410.625,408.87,408.925,-1
111,20220506  15:00:00,408.925,409.44,407.78,408.15,-1
112,20220506  15:10:00,408.15,408.885,407.66,408.525,-1
113,20220506  15:20:00,408.525,408.95,407.365,408.615,-1
114,20220506  15:30:00,408.615,412.05,408.565,411.85,-1
115,20220506  15:40:00,411.85,412.605,410.625,411.91,-1
116,20220506  15:50:00,411.91,412.975,410.885,411.395,-1
117,20220509  09:30:00,405.08,406.415,404.065,405.71,-1
118,20220509  09:40:00,405.71,405.915,403.265,404.025,-1
119,20220509  09:50:00,404.025,406.06,403.515,405.19,-1
120,20220509  10:00:00,405.19,405.45,402.925,402.975,-1
121,20220509  10:10:00,402.975,404.915,402.96,403.64,-1
122,20220509  10:20:00,403.64,403.995,402.26,402.46,-1
123,20220509  10:30:00,402.46,402.805,401.19,401.25,-1
124,20220509  10:40:00,401.25,403.125,401.21,402.6,-1
125,20220509  10:50:00,402.6,403.03,400.885,400.975,-1
126,20220509  11:00:00,400.975,401.685,400.515,401.145,-1
127,20220509  11:10:00,401.145,401.795,400.58,401.145,-1
128,20220509  11:20:00,401.145,401.145,399.96,400.125,-1
129,20220509  11:30:00,400.125,401.595,399.345,401.59,-1
130,20220509  11:40:00,401.59,402.145,401.055,401.39,-1
131,20220509  11:50:00,401.39,402.505,401.35,401.915,-1
132,20220509  12:00:00,401.915,403.145,400.64,402.42,-1
133,20220509  12:10:00,402.42,404.075,402.415,403.56,-1
134,20220509  12:20:00,403.56,404.035,402.625,403.2,-1
135,20220509  12:30:00,403.2,403.925,401.78,401.795,-1
136,20220509  12:40:00,401.795,402.16,401.09,401.35,-1
137,20220509  12:50:00,401.35,401.42,400.685,400.725,-1
138,20220509  13:00:00,400.725,401.095,400.405,400.655,-1
139,20220509  13:10:00,400.655,401.17,400.11,400.905,-1
140,20220509  13:20:00,400.905,401.835,400.27,401.57,-1
141,20220509  13:30:00,401.57,401.97,399.835,400.23,-1
142,20220509  13:40:00,400.23,401.865,400.12,400.97,-1
143,20220509  13:50:00,400.97,401.105,399.41,400.535,-1
144,20220509  14:00:00,400.535,401.325,400.03,400.42,-1
145,20220509  14:10:00,400.42,401.56,400.115,401.39,-1
146,20220509  14:20:00,401.39,401.435,399.615,400.1,-1
147,20220509  14:30:00,400.1,400.735,399.11,399.975,-1
148,20220509  14:40:00,399.975,401.135,399.71,400.04,-1
149,20220509  14:50:00,400.04,401.625,399.335,401.31,-1
150,20220509  15:00:00,401.31,402.41,400.775,401.135,-1
151,20220509  15:10:00,401.135,402.59,400.99,401.425,-1
152,20220509  15:20:00,401.425,401.425,399.25,399.7,-1
153,20220509  15:30:00,399.7,399.705,398.665,399.335,-1
154,20220509  15:40:00,399.335,399.4,397.375,397.69,-1
155,20220509  15:50:00,397.69,398.985,396.515,398.255,-1
156,20220510  09:30:00,404.47,406.085,403.445,404.35,-1
157,20220510  09:40:00,404.35,404.42,401.905,402.11,-1
158,20220510  09:50:00,402.11,404.155,401.855,404.15,-1
159,20220510  10:00:00,404.15,405.025,403.16,404.085,-1
160,20220510  10:10:00,404.085,404.74,402.97,403.69,-1
161,20220510  10:20:00,403.69,404.18,401.855,402.495,-1
162,20220510  10:30:00,402.495,402.785,400.765,400.855,-1
163,20220510  10:40:00,400.855,400.965,398.845,399.205,-1
164,20220510  10:50:00,399.205,399.99,398.325,398.945,-1
165,20220510  11:00:00,398.945,399.875,396.975,397.115,-1
166,20220510  11:10:00,397.115,398.195,396.16,398.155,-1
167,20220510  11:20:00,398.155,398.23,395.9,397.375,-1
168,20220510  11:30:00,397.375,398.81,395.945,398.65,-1
169,20220510  11:40:00,398.65,398.975,396.805,396.985,-1
170,20220510  11:50:00,396.985,397.875,395.775,397.415,-1
171,20220510  12:00:00,397.415,398.51,396.375,396.5,-1
172,20220510  12:10:00,396.5,397.82,396.135,396.4,-1
173,20220510  12:20:00,396.4,396.915,396.02,396.39,-1
174,20220510  12:30:00,396.39,396.945,394.825,395.485,-1
175,20220510  12:40:00,395.485,397.66,395.26,397.03,-1
176,20220510  12:50:00,397.03,397.04,395.615,395.965,-1
177,20220510  13:00:00,395.965,398.03,395.63,397.63,-1
178,20220510  13:10:00,397.63,397.76,396.27,396.73,-1
179,20220510  13:20:00,396.73,398.55,396.105,398.5,-1
180,20220510  13:30:00,398.5,400.75,398.485,400.65,-1
181,20220510  13:40:00,400.65,402.53,400.56,402.45,-1
182,20220510  13:50:00,402.45,403.135,401.69,403.07,-1
183,20220510  14:00:00,403.07,403.26,401.83,401.94,-1
184,20220510  14:10:00,401.94,403.13,400.45,401.87,-1
185,20220510  14:20:00,401.87,402.355,399.895,400.705,-1
186,20220510  14:30:00,400.705,401.485,400.26,400.665,-1
187,20220510  14:40:00,400.665,402.325,399.97,401.205,-1
188,20220510  14:50:00,401.205,401.835,400.225,401.335,-1
189,20220510  15:00:00,401.335,402.775,400.835,401.54,-1
190,20220510  15:10:00,401.54,402.34,400.935,401.77,-1
191,20220510  15:20:00,401.77,401.89,399.365,399.8,-1
192,20220510  15:30:00,399.8,399.8,398.255,398.71,-1
193,20220510  15:40:00,398.71,399.655,398.085,399.085,-1
194,20220510  15:50:00,399.085,399.615,398.275,399.06,-1
195,20220511  09:30:00,398.035,399.685,396.2,397.22,-1
196,20220511  09:40:00,397.22,402.825,396.57,402.345,-1
197,20220511  09:50:00,402.345,403.17,400.655,402.26,-1
198,20220511  10:00:00,402.26,402.465,399.87,400.065,-1
199,20220511  10:10:00,400.065,401.885,399.58,401.67,-1
200,20220511  10:20:00,401.67,403.425,401.09,402.675,-1
201,20220511  10:30:00,402.675,403.53,401.205,403.145,-1
202,20220511  10:40:00,403.145,404.03,402.505,402.755,-1
203,20220511  10:50:00,402.755,402.77,400.825,401.445,-1
204,20220511  11:00:00,401.445,401.66,400.36,400.68,-1
205,20220511  11:10:00,400.68,401.755,399.56,400.005,-1
206,20220511  11:20:00,400.005,402.02,399.925,401.925,-1
207,20220511  11:30:00,401.925,403.805,401.445,403.14,-1
208,20220511  11:40:00,403.14,403.625,402.045,402.23,-1
209,20220511  11:50:00,402.23,402.375,400.86,401.38,-1
210,20220511  12:00:00,401.38,401.445,400.45,400.665,-1
211,20220511  12:10:00,400.665,400.875,399.85,399.92,-1
212,20220511  12:20:00,399.92,401.69,398.71,398.85,-1
213,20220511  12:30:00,398.85,399.525,398.345,399.005,-1
214,20220511  12:40:00,399.005,399.76,398.005,398.8,-1
215,20220511  12:50:00,398.8,398.855,396.835,396.975,-1
216,20220511  13:00:00,396.975,397.095,395.645,396.05,-1
217,20220511  13:10:00,396.05,396.915,395.925,396.305,-1
218,20220511  13:20:00,396.305,397.045,395.465,395.61,-1
219,20220511  13:30:00,395.61,396.395,394.93,394.98,-1
220,20220511  13:40:00,394.98,395.085,393.78,394.535,-1
221,20220511  13:50:00,394.535,394.945,393.25,393.515,-1
222,20220511  14:00:00,393.515,395.465,393.45,394.315,-1
223,20220511  14:10:00,394.315,395.945,393.925,395.44,-1
224,20220511  14:20:00,395.44,397.3,394.58,396.0,-1
225,20220511  14:30:00,396.0,397.38,395.35,396.97,-1
226,20220511  14:40:00,396.97,398.155,396.155,396.605,-1
227,20220511  14:50:00,396.605,396.86,395.165,395.32,-1
228,20220511  15:00:00,395.32,395.53,394.185,395.135,-1
229,20220511  15:10:00,395.135,395.76,393.925,394.94,-1
230,20220511  15:20:00,394.94,395.43,394.235,394.695,-1
231,20220511  15:30:00,394.695,395.225,393.19,393.32,-1
232,20220511  15:40:00,393.32,393.795,392.4,392.44,-1
233,20220511  15:50:00,392.44,392.955,391.955,392.775,-1
234,20220512  09:30:00,389.35,390.66,387.105,387.345,-1
235,20220512  09:40:00,387.345,391.265,386.93,389.59,-1
236,20220512  09:50:00,389.59,390.595,387.915,388.595,-1
237,20220512  10:00:00,388.595,391.385,387.35,391.015,-1
238,20220512  10:10:00,391.015,392.735,390.675,391.645,-1
239,20220512  10:20:00,391.645,393.74,391.21,391.98,-1
240,20220512  10:30:00,391.98,392.705,390.785,392.44,-1
241,20220512  10:40:00,392.44,392.52,390.78,391.99,-1
242,20220512  10:50:00,391.99,394.23,391.925,394.015,-1
243,20220512  11:00:00,394.015,395.615,393.005,395.59,-1
244,20220512  11:10:00,395.59,395.805,393.435,393.885,-1
245,20220512  11:20:00,393.885,394.175,392.56,392.995,-1
246,20220512  11:30:00,392.995,393.34,391.42,392.72,-1
247,20220512  11:40:00,392.72,392.775,390.28,390.34,-1
248,20220512  11:50:00,390.34,390.35,388.66,388.69,-1
249,20220512  12:00:00,388.69,389.455,388.155,389.215,-1
250,20220512  12:10:00,389.215,389.705,388.265,389.22,-1
251,20220512  12:20:00,389.22,390.83,388.69,390.49,-1
252,20220512  12:30:00,390.49,391.95,390.43,390.975,-1
253,20220512  12:40:00,390.975,392.355,389.795,391.255,-1
254,20220512  12:50:00,391.255,391.825,390.28,390.45,-1
255,20220512  13:00:00,390.45,391.105,389.15,389.62,-1
256,20220512  13:10:00,389.62,390.615,388.825,389.035,-1
257,20220512  13:20:00,389.035,389.915,388.66,389.335,-1
258,20220512  13:30:00,389.335,389.765,387.715,387.85,-1
259,20220512  13:40:00,387.85,388.075,386.535,386.59,-1
260,20220512  13:50:00,386.59,387.645,386.365,387.035,-1
261,20220512  14:00:00,387.035,387.955,386.055,386.115,-1
262,20220512  14:10:00,386.115,387.325,386.02,387.19,-1
263,20220512  14:20:00,387.19,387.765,386.26,386.97,-1
264,20220512  14:30:00,386.97,387.175,385.4,385.515,-1
265,20220512  14:40:00,385.515,386.34,385.155,385.56,-1
266,20220512  14:50:00,385.56,386.485,385.16,385.74,-1
267,20220512  15:00:00,385.74,387.085,385.475,386.215,-1
268,20220512  15:10:00,386.215,388.155,385.375,387.88,-1
269,20220512  15:20:00,387.88,390.325,387.655,388.155,-1
270,20220512  15:30:00,388.155,389.96,388.07,389.76,-1
271,20220512  15:40:00,389.76,390.7,389.01,389.54,-1
272,20220512  15:50:00,389.54,392.575,389.535,392.395,-1
273,20220513  09:30:00,396.675,397.535,395.61,396.91,-1
274,20220513  09:40:00,396.91,397.975,396.265,397.12,-1
275,20220513  09:50:00,397.12,399.075,397.065,398.635,-1
276,20220513  10:00:00,398.635,399.985,398.475,399.745,-1
277,20220513  10:10:00,399.745,400.21,399.23,399.86,-1
278,20220513  10:20:00,399.86,401.495,399.795,400.965,-1
279,20220513  10:30:00,400.965,401.445,400.75,401.09,-1
280,20220513  10:40:00,401.09,401.18,399.345,400.135,-1
281,20220513  10:50:00,400.135,401.305,399.99,400.89,-1
282,20220513  11:00:00,400.89,401.18,400.255,401.015,-1
283,20220513  11:10:00,401.015,401.185,400.275,400.555,-1
284,20220513  11:20:00,400.555,401.62,400.515,401.555,-1
285,20220513  11:30:00,401.555,401.795,401.05,401.63,-1
286,20220513  11:40:00,401.63,401.635,400.785,401.005,-1
287,20220513  11:50:00,401.005,401.705,400.915,401.565,-1
288,20220513  12:00:00,401.565,402.715,401.44,402.7,-1
289,20220513  12:10:00,402.7,403.175,402.475,402.525,-1
290,20220513  12:20:00,402.525,402.665,401.765,402.245,-1
291,20220513  12:30:00,402.245,402.765,402.24,402.545,-1
292,20220513  12:40:00,402.545,402.775,401.785,401.805,-1
293,20220513  12:50:00,401.805,401.815,400.685,401.765,-1
294,20220513  13:00:00,401.765,402.165,401.21,401.38,-1
295,20220513  13:10:00,401.38,401.695,400.885,401.05,-1
296,20220513  13:20:00,401.05,401.57,400.58,400.885,-1
297,20220513  13:30:00,400.885,401.33,400.58,400.62,-1
298,20220513  13:40:00,400.62,400.65,399.685,400.32,-1
299,20220513  13:50:00,400.32,400.415,399.115,399.345,-1
300,20220513  14:00:00,399.345,399.36,397.19,398.33,-1
301,20220513  14:10:00,398.33,398.76,397.715,398.7,-1
302,20220513  14:20:00,398.7,398.755,397.535,398.12,-1
303,20220513  14:30:00,398.12,399.71,398.1,398.6,-1
304,20220513  14:40:00,398.6,399.32,398.34,398.75,-1
305,20220513  14:50:00,398.75,400.595,398.615,400.55,-1
306,20220513  15:00:00,400.55,401.21,400.325,401.18,-1
307,20220513  15:10:00,401.18,402.135,401.035,401.875,-1
308,20220513  15:20:00,401.875,402.415,401.43,402.37,-1
309,20220513  15:30:00,402.37,402.55,400.26,400.99,-1
310,20220513  15:40:00,400.99,401.99,400.59,401.195,-1
311,20220513  15:50:00,401.195,401.76,399.88,401.67,-1
312,20220516  09:30:00,399.95,401.085,399.15,401.07,-1
313,20220516  09:40:00,401.07,401.28,397.715,398.035,-1
314,20220516  09:50:00,398.035,399.545,397.59,398.715,-1
315,20220516  10:00:00,398.715,400.11,397.645,400.03,-1
316,20220516  10:10:00,400.03,401.02,399.685,400.65,-1
317,20220516  10:20:00,400.65,401.805,400.28,401.59,-1
318,20220516  10:30:00,401.59,401.755,399.83,400.44,-1
319,20220516  10:40:00,400.44,400.49,398.9,398.965,-1
320,20220516  10:50:00,398.965,399.315,398.37,398.53,-1
321,20220516  11:00:00,398.53,399.145,397.97,399.07,-1
322,20220516  11:10:00,399.07,399.83,398.66,399.43,-1
323,20220516  11:20:00,399.43,399.495,398.73,399.125,-1
324,20220516  11:30:00,399.125,399.995,398.31,399.865,-1
325,20220516  11:40:00,399.865,400.95,399.07,400.825,-1
326,20220516  11:50:00,400.825,401.71,400.36,401.445,-1
327,20220516  12:00:00,401.445,402.07,400.59,400.925,-1
328,20220516  12:10:00,400.925,401.045,400.035,400.465,-1
329,20220516  12:20:00,400.465,400.58,399.895,400.36,-1
330,20220516  12:30:00,400.36,401.11,399.765,399.835,-1
331,20220516  12:40:00,399.835,400.48,399.43,400.455,-1
332,20220516  12:50:00,400.455,400.565,399.42,399.805,-1
333,20220516  13:00:00,399.805,400.78,399.335,400.725,-1
334,20220516  13:10:00,400.725,401.495,400.37,400.495,-1
335,20220516  13:20:00,400.495,402.305,400.375,402.185,-1
336,20220516  13:30:00,402.185,402.59,402.04,402.28,-1
337,20220516  13:40:00,402.28,402.805,401.625,401.895,-1
338,20220516  13:50:00,401.895,402.35,401.715,402.02,-1
339,20220516  14:00:00,402.02,403.03,401.48,402.87,-1
340,20220516  14:10:00,402.87,402.875,402.15,402.485,-1
341,20220516  14:20:00,402.485,403.625,402.35,403.56,-1
342,20220516  14:30:00,403.56,403.965,403.13,403.495,-1
343,20220516  14:40:00,403.495,403.815,402.575,402.65,-1
344,20220516  14:50:00,402.65,403.19,402.31,402.99,-1
345,20220516  15:00:00,402.99,403.375,402.51,402.525,-1
346,20220516  15:10:00,402.525,402.525,400.965,401.345,-1
347,20220516  15:20:00,401.345,401.345,400.625,401.015,-1
348,20220516  15:30:00,401.015,401.29,399.975,400.47,-1
349,20220516  15:40:00,400.47,400.725,399.53,399.93,-1
350,20220516  15:50:00,399.93,400.935,399.31,400.245,-1
351,20220517  09:30:00,406.52,406.62,405.2,405.58,-1
352,20220517  09:40:00,405.58,406.26,404.875,404.875,-1
353,20220517  09:50:00,404.875,405.615,404.405,405.195,-1
354,20220517  10:00:00,405.195,406.145,404.78,404.875,-1
355,20220517  10:10:00,404.875,405.735,404.585,405.655,-1
356,20220517  10:20:00,405.655,405.83,404.115,404.215,-1
357,20220517  10:30:00,404.215,404.725,403.595,403.73,-1
358,20220517  10:40:00,403.73,403.765,402.58,403.2,-1
359,20220517  10:50:00,403.2,403.835,402.82,403.8,-1
360,20220517  11:00:00,403.8,404.48,403.655,404.255,-1
361,20220517  11:10:00,404.255,404.665,403.73,404.465,-1
362,20220517  11:20:00,404.465,405.365,404.32,405.19,-1
363,20220517  11:30:00,405.19,406.025,405.185,405.675,-1
364,20220517  11:40:00,405.675,406.005,405.02,405.165,-1
365,20220517  11:50:00,405.165,405.795,405.15,405.455,-1
366,20220517  12:00:00,405.455,405.63,404.62,405.05,-1
367,20220517  12:10:00,405.05,405.795,404.585,405.48,-1
368,20220517  12:20:00,405.48,406.165,405.29,405.875,-1
369,20220517  12:30:00,405.875,406.335,405.635,406.105,-1
370,20220517  12:40:00,406.105,406.92,405.935,406.53,-1
371,20220517  12:50:00,406.53,406.59,406.025,406.23,-1
372,20220517  13:00:00,406.23,406.635,405.45,406.43,-1
373,20220517  13:10:00,406.43,407.15,406.315,406.955,-1
374,20220517  13:20:00,406.955,407.095,406.39,406.47,-1
375,20220517  13:30:00,406.47,406.94,406.41,406.775,-1
376,20220517  13:40:00,406.775,406.875,406.3,406.765,-1
377,20220517  13:50:00,406.765,406.845,406.175,406.305,-1
378,20220517  14:00:00,406.305,407.505,405.65,407.27,-1
379,20220517  14:10:00,407.27,407.315,404.725,405.26,-1
380,20220517  14:20:00,405.26,405.43,403.515,404.735,-1
381,20220517  14:30:00,404.735,405.57,403.745,405.54,-1
382,20220517  14:40:00,405.54,407.755,405.47,407.55,-1
383,20220517  14:50:00,407.55,407.715,406.76,407.085,-1
384,20220517  15:00:00,407.085,408.39,406.975,407.9,-1
385,20220517  15:10:00,407.9,408.185,407.395,408.075,-1
386,20220517  15:20:00,408.075,408.375,407.695,408.105,-1
387,20220517  15:30:00,408.105,408.375,407.52,407.595,-1
388,20220517  15:40:00,407.595,408.105,406.795,407.03,-1
389,20220517  15:50:00,407.03,408.325,407.02,408.26,-1
390,20220518  09:30:00,403.48,403.81,402.255,402.52,-1
391,20220518  09:40:00,402.52,402.585,401.625,402.195,-1
392,20220518  09:50:00,402.195,402.345,400.865,401.15,-1
393,20220518  10:00:00,401.15,402.115,401.02,401.065,-1
394,20220518  10:10:00,401.065,401.985,400.89,401.435,-1
395,20220518  10:20:00,401.435,401.935,400.445,400.45,-1
396,20220518  10:30:00,400.45,400.77,399.935,400.42,-1
397,20220518  10:40:00,400.42,401.145,400.05,400.775,-1
398,20220518  10:50:00,400.775,400.805,400.125,400.755,-1
399,20220518  11:00:00,400.755,400.78,399.285,399.35,-1
400,20220518  11:10:00,399.35,399.35,398.055,398.285,-1
401,20220518  11:20:00,398.285,398.295,396.805,397.035,-1
402,20220518  11:30:00,397.035,397.88,396.53,397.445,-1
403,20220518  11:40:00,397.445,398.21,397.19,397.53,-1
404,20220518  11:50:00,397.53,397.795,396.285,396.505,-1
405,20220518  12:00:00,396.505,396.78,395.695,395.955,-1
406,20220518  12:10:00,395.955,396.785,395.575,396.315,-1
407,20220518  12:20:00,396.315,396.465,395.22,395.63,-1
408,20220518  12:30:00,395.63,396.445,395.35,396.31,-1
409,20220518  12:40:00,396.31,396.63,395.62,396.625,-1
410,20220518  12:50:00,396.625,397.16,396.535,397.055,-1
411,20220518  13:00:00,397.055,397.06,394.815,394.915,-1
412,20220518  13:10:00,394.915,395.08,393.955,394.055,-1
413,20220518  13:20:00,394.055,394.725,393.95,394.355,-1
414,20220518  13:30:00,394.355,394.935,394.045,394.78,-1
415,20220518  13:40:00,394.78,394.79,393.005,393.03,-1
416,20220518  13:50:00,393.03,393.245,392.465,393.01,-1
417,20220518  14:00:00,393.01,393.32,392.595,393.18,-1
418,20220518  14:10:00,393.18,393.61,392.34,393.3,-1
419,20220518  14:20:00,393.3,393.81,392.905,393.715,-1
420,20220518  14:30:00,393.715,393.895,391.88,392.3,-1
421,20220518  14:40:00,392.3,392.845,391.565,392.51,-1
422,20220518  14:50:00,392.51,392.83,391.505,391.695,-1
423,20220518  15:00:00,391.695,392.685,391.615,391.895,-1
424,20220518  15:10:00,391.895,392.455,391.65,391.95,-1
425,20220518  15:20:00,391.95,392.345,390.705,390.855,-1
426,20220518  15:30:00,390.855,392.745,390.71,392.335,-1
427,20220518  15:40:00,392.335,392.675,390.835,391.085,-1
428,20220518  15:50:00,391.085,392.195,390.565,391.925,-1
429,20220519  09:30:00,388.555,391.795,388.465,390.88,-1
430,20220519  09:40:00,390.88,391.22,387.325,387.53,-1
431,20220519  09:50:00,387.53,389.665,387.105,388.64,-1
432,20220519  10:00:00,388.64,391.085,388.235,389.525,-1
433,20220519  10:10:00,389.525,391.045,389.35,390.46,-1
434,20220519  10:20:00,390.46,391.93,389.105,389.615,-1
435,20220519  10:30:00,389.615,390.72,388.54,389.105,-1
436,20220519  10:40:00,389.105,389.3,388.055,388.415,-1
437,20220519  10:50:00,388.415,390.225,387.87,389.315,-1
438,20220519  11:00:00,389.315,390.06,388.275,389.315,-1
439,20220519  11:10:00,389.315,390.295,388.505,389.525,-1
440,20220519  11:20:00,389.525,390.445,388.925,389.58,-1
441,20220519  11:30:00,389.58,392.335,389.58,392.145,-1
442,20220519  11:40:00,392.145,393.33,392.105,393.01,-1
443,20220519  11:50:00,393.01,393.175,391.285,391.91,-1
444,20220519  12:00:00,391.91,392.49,391.505,392.275,-1
445,20220519  12:10:00,392.275,392.995,391.73,391.94,-1
446,20220519  12:20:00,391.94,391.96,390.77,391.7,-1
447,20220519  12:30:00,391.7,391.925,389.97,390.055,-1
448,20220519  12:40:00,390.055,390.245,388.825,389.115,-1
449,20220519  12:50:00,389.115,390.065,388.85,389.96,-1
